"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,
"ND Medicaid Durable Medical Equipment Services Fee Schedule",,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Modifier Required","Rental Rate","General Rate","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","DME ICF Responsibility","DME NF Responsibility","DME SB Responsibility","Service Authorization Required","General Notes"
"L0626","Lo sag rig pnl stays pre cst","DME-Purchase","Yes",,,,"$105.70","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0627","Lo sag ri an/pos pnl pre cst","DME-Purchase","Yes",,,,"$389.20","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0628","Lso flex no ri stays pre ots","DME-Purchase","Yes",,,,"$109.03","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0630","Lso r post pnl sj-t9 pre cst","DME-Purchase","Yes",,,,"$152.29","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0631","Lso sag r an/pos pnl pre cst","DME-Purchase","Yes",,,,"$936.51","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0633","Lso sc r pos/lat pnl pre cst","DME-Purchase","Yes",,,,"$392.30","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0636","LSO sagittal rigid panel cus","DME-Purchase","Yes",,,,"$1,547.05","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L0637","Lso sc r ant/pos pnl pre cst","DME-Purchase","Yes",,,,"$973.58","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0638","LSO sag-coronal panel custom","DME-Purchase","Yes",,,,"$1,350.48","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0640","LSO s/c shell/panel custom","DME-Purchase","Yes",,,,"$1,375.64","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0642","Lo sag ri an/pos pnl pre ots","DME-Purchase","Yes",,,,"$348.85","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0648","Lso sag r an/pos pnl pre ots","DME-Purchase","Yes",,,,"$871.23","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0649","Lso sc r pos/lat pnl pre ots","DME-Purchase","Yes",,,,"$243.36","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L0650","Lso sc r ant/pos pnl pre ots","DME-Purchase","Yes",,,,"$1,008.07","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L0700","Ctlso a-p-l control molded","DME-Purchase","Yes",,,,"$2,652.89","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0710","Ctlso a-p-l control w/ inter","DME-Purchase","Yes",,,,"$2,876.98","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0720","Ctlso a-p-l control custom","DME-Purchase","Yes",,,,"$2,565.26","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0810","Halo cervical into jckt vest","DME-Purchase","Yes",,,,"$3,495.83","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
"L0820","Halo cervical into body jack","DME-Purchase","Yes",,,,"$3,023.51","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L0830","Halo cerv into milwaukee typ","DME-Purchase","Yes",,,,"$4,137.06","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L0970","Tlso corset front","DME-Purchase","Yes",,,,"$167.23","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0972","Lso corset front","DME-Purchase","Yes",,,,"$139.63","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0974","Tlso full corset","DME-Purchase","Yes",,,,"$236.16","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0976","Lso full corset","DME-Purchase","Yes",,,,"$234.45","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0978","Axillary crutch extension","DME-Purchase","Yes",,,,"$254.28","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L0980","Peroneal straps pair pre ots","DME-Purchase","Yes",,,,"$22.64","No","No","No","Yes","No","No","No","No","3 units allowed every year"
"L0982","Stocking sup grips 4 pre ots","DME-Purchase","Yes",,,,"$21.06","No","No","No","Yes","No","No","No","No","1 unit allowed every 3 years"
"L0984","Protect body sock ea pre ots","DME-Purchase","Yes",,,,"$86.99","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1000","Ctlso milwauke initial model","DME-Purchase","Yes",,,,"$2,396.06","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L1005","Tension based scoliosis orth","DME-Purchase","Yes",,,,"$4,395.65","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L1006","Scoliosis orth sag/ cor","DME-Purchase","Yes",,,,"$1,447.04","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L1007","Scoliosis orth s-c custom","DME-Purchase","Yes",,,,"$0.00","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year, invoice is required."
"L1010","Ctlso axilla sling","DME-Purchase","Yes",,,,"$100.83","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1020","Kyphosis pad","DME-Purchase","Yes",,,,"$122.40","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1025","Kyphosis pad floating","DME-Purchase","Yes",,,,"$166.37","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1030","Lumbar bolster pad","DME-Purchase","Yes",,,,"$94.82","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1040","Lumbar or lumbar rib pad","DME-Purchase","Yes",,,,"$104.31","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1050","Sternal pad","DME-Purchase","Yes",,,,"$110.31","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1060","Thoracic pad","DME-Purchase","Yes",,,,"$125.81","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1070","Trapezius sling","DME-Purchase","Yes",,,,"$119.82","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1080","Outrigger","DME-Purchase","Yes",,,,"$79.87","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1085","Outrigger bil w/ vert extens","DME-Purchase","Yes",,,,"$205.13","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1090","Lumbar sling","DME-Purchase","Yes",,,,"$128.45","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1100","Ring flange plastic/leather","DME-Purchase","Yes",,,,"$223.22","No","No","No","Yes","No","No","No","No","3 units allowed every year"
"L1110","Ring flange plas/leather mol","DME-Purchase","Yes",,,,"$331.37","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1120","Covers for upright each","DME-Purchase","Yes",,,,"$55.73","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1200","Furnsh initial orthosis only","DME-Purchase","Yes",,,,"$2,459.84","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L1210","Lateral thoracic extension","DME-Purchase","Yes",,,,"$382.66","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1220","Anterior thoracic extension","DME-Purchase","Yes",,,,"$307.70","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1230","Milwaukee type superstructur","DME-Purchase","Yes",,,,"$896.94","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1240","Lumbar derotation pad","DME-Purchase","Yes",,,,"$103.37","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1250","Anterior asis pad","DME-Purchase","Yes",,,,"$95.60","No","No","No","Yes","No","No","No","No","3 units allowed every year"
"L1260","Anterior thoracic derotation","DME-Purchase","Yes",,,,"$99.91","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1270","Abdominal pad","DME-Purchase","Yes",,,,"$103.44","No","No","No","Yes","No","No","No","No","2 units allowed every year"
"L1280","Rib gusset (elastic) each","DME-Purchase","Yes",,,,"$110.31","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1290","Lateral trochanteric pad","DME-Purchase","Yes",,,,"$108.51","No","No","No","Yes","No","No","No","No","1 unit allowed every year"
"L1300","Body jacket mold to patient","DME-Purchase","Yes",,,,"$2,216.35","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every year"
"L1310","Post-operative body jacket","DME-Purchase","Yes",,,,"$2,390.89","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1499","Spinal orthosis NOS","DME-Purchase","Yes",,,,"$0.00","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years. Invoice is required."
"L1600","Ho flex frejka w/cov pre cst","DME-Purchase","Yes",,,,"$168.92","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1610","Ho frejka cov only pre cst","DME-Purchase","Yes",,,,"$57.74","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1620","Ho flex pavlik harns pre cst","DME-Purchase","Yes",,,,"$181.01","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1630","Abduct control hip semi-flex","DME-Purchase","Yes",,,,"$215.51","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1640","Pelv band/spread bar thigh c","DME-Purchase","Yes",,,,"$695.52","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1650","HO abduction hip adjustable","DME-Purchase","Yes",,,,"$337.90","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1652","Ho bi thighcuffs w sprdr bar","DME-Purchase","Yes",,,,"$496.43","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1653","Ho abduction static ots","DME-Purchase","Yes",,,,"$489.56","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1660","HO abduction static plastic","DME-Purchase","Yes",,,,"$220.44","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1680","Pelvic & hip control thigh c","DME-Purchase","Yes",,,,"$1,580.69","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1685","Post-op hip abduct custom fa","DME-Purchase","Yes",,,,"$1,542.78","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1686","HO post-op hip abduction","DME-Purchase","Yes",,,,"$1,310.11","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1690","Combination bilateral HO","DME-Purchase","Yes",,,,"$2,671.86","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1700","Leg perthes orth toronto typ","DME-Purchase","Yes",,,,"$1,980.62","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1710","Legg perthes orth newington","DME-Purchase","Yes",,,,"$2,499.46","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1720","Legg perthes orthosis trilat","DME-Purchase","Yes",,,,"$1,522.10","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1730","Legg perthes orth scottish r","DME-Purchase","Yes",,,,"$1,470.39","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1755","Legg perthes patten bottom t","DME-Purchase","Yes",,,,"$2,053.03","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1810","Ko elastic with joints","DME-Purchase","Yes",,,,"$130.90","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1812","Ko elastic w/joints pre ots","DME-Purchase","Yes",,,,"$141.45","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1820","Ko elas w/ condyle pads & jo","DME-Purchase","Yes",,,,"$177.83","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1821","Ko elas w/ condyle pads otf","DME-Purchase","Yes",,,,"$182.65","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1830","Ko immob canvas long pre ots","DME-Purchase","Yes",,,,"$118.83","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1831","Knee orth pos locking joint","DME-Purchase","Yes",,,,"$401.68","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1832","Ko adj jnt pos r sup pre cst","DME-Purchase","Yes",,,,"$787.01","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1833","Ko adj jnt pos r sup pre ots","DME-Purchase","Yes",,,,"$824.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1834","Ko w/0 joint rigid molded to","DME-Purchase","Yes",,,,"$1,035.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1836","Ko rigid w/o joints pre ots","DME-Purchase","Yes",,,,"$184.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1840","Ko derot ant cruciate custom","DME-Purchase","Yes",,,,"$1,082.50","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1843","Ko single upright pre cst","DME-Purchase","Yes",,,,"$1,249.76","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1844","Ko w/adj jt rot cntrl molded","DME-Purchase","Yes",,,,"$2,218.06","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1845","Ko double upright pre cst","DME-Purchase","Yes",,,,"$1,065.31","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1846","Ko w adj flex/ext rotat mold","DME-Purchase","Yes",,,,"$1,372.13","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1847","Ko dbl upright w/air pre cst","DME-Purchase","Yes",,,,"$798.12","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1850","Ko swedish type pre ots","DME-Purchase","Yes",,,,"$401.64","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1851","Ko single upright prefab ots","DME-Purchase","Yes",,,,"$252.90","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1852","Ko double upright prefab ots","DME-Purchase","Yes",,,,"$241.26","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1860","Ko supracondylar socket mold","DME-Purchase","Yes",,,,"$1,560.04","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1900","Afo sprng wir drsflx calf bd","DME-Purchase","Yes",,,,"$380.97","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1902","Afo ankle gauntlet pre ots","DME-Purchase","Yes",,,,"$103.37","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1904","Afo molded ankle gauntlet","DME-Purchase","Yes",,,,"$655.01","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1906","Afo multilig ank sup pre ots","DME-Purchase","Yes",,,,"$189.47","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1907","Afo supramalleolar custom","DME-Purchase","Yes",,,,"$766.66","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1910","Afo sing bar clasp attach sh","DME-Purchase","Yes",,,,"$353.39","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1920","Afo sing upright w/ adjust s","DME-Purchase","Yes",,,,"$499.87","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1930","Afo plastic","DME-Purchase","Yes",,,,"$335.84","No","No","No","Yes","No","No","No","No","1 unit allowed every 2 years"
"L1932","Afo rig ant tib prefab TCF/=","DME-Purchase","Yes",,,,"$1,217.96","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 2 years"
"L1933","Afo rig ant tib tcf/= ots","DME-Purchase","Yes",,,,"$1,217.96","No","No","No","Yes","No","No","No","Yes, for purchase","1 unit allowed every 3 years"
